genome,completeness,contamination,length,N50,centrality
TOBG_EAC-93.fna,95.62,1.67,2850945.0,279547.0,0.990826
TOBG_EAC-92.fna,99.24,3.76,3752386.0,227777.0,0.9787414999999999
TOBG_EAC-91.fna,95.54,1.74,4781580.0,300181.0,0.0
TOBG_EAC-90.fna,63.58,0.75,,,0.0
TOBG_EAC-9.fna,89.74,2.99,2727227.0,35909.0,0.97198
TOBG_EAC-89.fna,53.07,1.2,,,0.0
TOBG_EAC-88.fna,90.6,4.27,2860686.0,31885.0,0.0
TOBG_EAC-87.fna,85.46,1.24,5569343.0,21470.0,0.9590025
TOBG_EAC-86.fna,81.39,1.05,2369296.0,38677.0,0.982183
TOBG_EAC-85.fna,93.92,1.88,3684756.0,27030.0,0.0
TOBG_EAC-84.fna,60.76,0.0,,,0.0
TOBG_EAC-82.fna,63.28,1.72,,,0.0
TOBG_EAC-81.fna,81.42,4.44,3412852.0,31374.0,0.0
TOBG_EAC-8.fna,51.35,0.93,,,0.0
TOBG_EAC-79.fna,50.59,0.07,,,0.0
TOBG_EAC-77.fna,100.0,0.0,3422461.0,348570.0,0.0
TOBG_EAC-76.fna,99.68,0.72,4265341.0,394672.0,0.0
TOBG_EAC-75.fna,88.02,4.6,2141569.0,31278.0,0.0
TOBG_EAC-74.fna,100.0,0.0,4460847.0,278682.0,0.998314
TOBG_EAC-73.fna,94.52,1.53,4682890.0,42541.0,0.0
TOBG_EAC-723.fna,84.62,6.59,1528303.0,14858.0,0.980631
TOBG_EAC-721.fna,50.08,4.98,,,0.0
TOBG_EAC-720.fna,57.88,3.2,,,0.0
TOBG_EAC-72.fna,62.93,0.0,,,0.0
TOBG_EAC-714.fna,79.87,3.43,1179781.0,14577.0,0.0
TOBG_EAC-713.fna,82.64,6.84,3008567.0,46391.0,0.9830145
TOBG_EAC-712.fna,69.13,4.48,,,0.0
TOBG_EAC-710.fna,76.8,2.4,1830345.0,22529.0,0.0
TOBG_EAC-71.fna,93.69,3.94,4959295.0,31668.0,0.9633585
TOBG_EAC-709.fna,69.43,3.29,,,0.0
TOBG_EAC-705.fna,59.84,2.2,,,0.0
TOBG_EAC-704.fna,57.12,3.5,,,0.0
TOBG_EAC-70.fna,64.32,0.0,,,0.0
TOBG_EAC-7.fna,62.44,1.23,,,0.0
TOBG_EAC-695.fna,89.26,9.87,3058097.0,90469.0,0.97691825
TOBG_EAC-694.fna,65.36,3.31,,,0.0
TOBG_EAC-693.fna,64.03,2.48,,,0.0
TOBG_EAC-692.fna,60.99,4.99,,,0.0
TOBG_EAC-691.fna,73.3,4.37,,,0.0
TOBG_EAC-69.fna,95.69,0.82,4344709.0,196097.0,0.0
TOBG_EAC-685.fna,52.46,2.2,,,0.0
TOBG_EAC-683.fna,85.98,7.62,5582452.0,22310.0,0.0
TOBG_EAC-682.fna,84.07,9.89,1784541.0,24608.0,0.0
TOBG_EAC-68.fna,88.51,4.03,3289833.0,21015.0,0.0
TOBG_EAC-678.fna,60.82,3.56,,,0.0
TOBG_EAC-676.fna,80.11,8.06,1700100.0,18308.0,0.980744
TOBG_EAC-675.fna,62.74,4.84,,,0.0
TOBG_EAC-674.fna,74.21,3.85,,,0.0
TOBG_EAC-673.fna,92.91,9.54,3137342.0,56594.0,0.983226
TOBG_EAC-671.fna,66.79,3.05,,,0.0
TOBG_EAC-670.fna,79.97,2.25,3260754.0,19903.0,0.983097
TOBG_EAC-67.fna,51.38,1.72,,,0.0
TOBG_EAC-663.fna,53.48,2.69,,,0.0
TOBG_EAC-662.fna,93.24,5.47,4048905.0,60785.0,0.986415
TOBG_EAC-660.fna,58.53,2.4,,,0.0
TOBG_EAC-66.fna,98.73,3.85,4356736.0,84285.0,0.9978290000000001
TOBG_EAC-659.fna,51.98,4.82,,,0.0
TOBG_EAC-657.fna,84.87,5.84,2189188.0,55695.0,0.0
TOBG_EAC-656.fna,60.35,4.14,,,0.0
TOBG_EAC-654.fna,89.5,7.14,3573524.0,28954.0,0.0
TOBG_EAC-653.fna,74.4,2.14,,,0.0
TOBG_EAC-652.fna,55.42,2.94,,,0.0
TOBG_EAC-651.fna,68.97,4.89,,,0.0
TOBG_EAC-650.fna,91.4,5.58,1848353.0,24374.0,0.9722055000000001
TOBG_EAC-65.fna,82.91,3.42,2147286.0,41587.0,0.967257
TOBG_EAC-649.fna,77.29,2.81,1356014.0,27273.0,0.97709
TOBG_EAC-647.fna,89.15,5.01,3116840.0,28368.0,0.0
TOBG_EAC-646.fna,90.65,9.18,3394999.0,28806.0,0.9712203333333335
TOBG_EAC-645.fna,94.75,7.61,3555310.0,143726.0,0.996791
TOBG_EAC-642.fna,71.73,2.06,,,0.0
TOBG_EAC-641.fna,58.47,2.49,,,0.0
TOBG_EAC-640.fna,62.83,4.95,,,0.0
TOBG_EAC-64.fna,70.12,1.17,,,0.0
TOBG_EAC-638.fna,57.05,3.45,,,0.0
TOBG_EAC-637.fna,65.13,4.39,,,0.0
TOBG_EAC-636.fna,52.37,3.27,,,0.0
TOBG_EAC-635.fna,87.85,8.34,2387925.0,27226.0,0.974629
TOBG_EAC-634.fna,92.35,8.82,3166550.0,30027.0,0.972424
TOBG_EAC-632.fna,92.01,8.62,3539278.0,183441.0,0.988358
TOBG_EAC-631.fna,90.76,5.51,3358813.0,108253.0,0.0
TOBG_EAC-630.fna,59.91,4.3,,,0.0
TOBG_EAC-63.fna,98.42,3.61,4678045.0,91542.0,0.9976780000000001
TOBG_EAC-624.fna,91.21,7.69,1523529.0,30270.0,0.975176
TOBG_EAC-623.fna,87.93,7.29,2532963.0,25753.0,0.978072
TOBG_EAC-627.fna,90.67,9.02,2898758.0,34509.0,0.985093
TOBG_EAC-615.fna,63.12,1.62,,,0.0
TOBG_EAC-61.fna,58.62,0.0,,,0.0
TOBG_EAC-60.fna,90.22,0.65,4818477.0,21996.0,0.0
TOBG_EAC-6.fna,90.26,2.79,3302700.0,63501.0,0.994515
TOBG_EAC-59.fna,71.68,1.71,,,0.0
TOBG_EAC-58.fna,96.79,0.99,3750272.0,68850.0,0.0
TOBG_EAC-57.fna,52.93,0.0,,,0.0
TOBG_EAC-56.fna,91.5,1.08,3938918.0,25422.0,0.0
TOBG_EAC-55.fna,99.92,0.56,2890195.0,159146.0,0.9771724
TOBG_EAC-54.fna,70.88,0.87,,,0.0
TOBG_EAC-53.fna,56.04,1.08,,,0.0
TOBG_EAC-52.fna,99.42,0.28,3965636.0,244135.0,0.0
TOBG_EAC-51.fna,80.51,1.16,2296379.0,14596.0,0.9975864999999999
TOBG_EAC-50.fna,97.81,1.35,4027594.0,80102.0,0.0
TOBG_EAC-5.fna,100.0,0.0,3240288.0,152022.0,0.9928760000000001
TOBG_EAC-49.fna,99.76,0.0,3923695.0,123677.0,0.990838
TOBG_EAC-48.fna,77.15,1.92,3221579.0,16318.0,0.984745
TOBG_EAC-47.fna,96.81,5.99,3745012.0,305857.0,0.0
TOBG_EAC-46.fna,86.06,4.31,2576643.0,27752.0,0.0
TOBG_EAC-45.fna,99.59,2.85,4388938.0,176415.0,0.9877273333333333
TOBG_EAC-44.fna,70.69,1.72,,,0.0
TOBG_EAC-43.fna,89.77,3.98,6799140.0,22652.0,0.999565
TOBG_EAC-41.fna,90.33,0.93,4077124.0,92717.0,0.9892179999999999
TOBG_EAC-40.fna,69.16,1.07,,,0.0
TOBG_EAC-4.fna,84.72,4.67,4297994.0,22070.0,0.984323
TOBG_EAC-38.fna,73.39,1.08,,,0.0
TOBG_EAC-37.fna,92.15,1.89,3728455.0,44577.0,0.989893
TOBG_EAC-36.fna,86.66,0.53,3778710.0,20908.0,0.0
TOBG_EAC-35.fna,89.32,4.99,2296944.0,45386.0,0.982462
TOBG_EAC-34.fna,86.8,0.0,1456460.0,25797.0,0.9732693333333332
TOBG_EAC-33.fna,90.93,4.57,1788455.0,45292.0,0.0
TOBG_EAC-32.fna,94.18,2.69,1872651.0,47642.0,0.0
TOBG_EAC-31.fna,77.49,1.65,2300656.0,25374.0,0.9834845
TOBG_EAC-30.fna,77.33,0.8,1713667.0,49329.0,0.0
TOBG_EAC-3.fna,96.2,6.97,5124647.0,33807.0,0.9916210000000001
TOBG_EAC-29.fna,86.45,3.73,3743789.0,35821.0,0.0
TOBG_EAC-28.fna,51.6,0.52,,,0.0
TOBG_EAC-26.fna,57.85,0.66,,,0.0
TOBG_EAC-25.fna,62.31,1.65,,,0.0
TOBG_EAC-23.fna,69.53,1.68,,,0.0
TOBG_EAC-22.fna,67.47,1.6,,,0.0
TOBG_EAC-2107.fna,58.01,4.13,,,0.0
TOBG_EAC-21.fna,100.0,3.32,4314506.0,69272.0,0.0
TOBG_EAC-2094.fna,64.1,3.3,,,0.0
TOBG_EAC-2092.fna,56.53,2.97,,,0.0
TOBG_EAC-2090.fna,61.85,3.56,,,0.0
TOBG_EAC-2087.fna,62.82,0.8,,,0.0
TOBG_EAC-2074.fna,62.64,3.85,,,0.0
TOBG_EAC-2047.fna,51.02,0.0,,,0.0
TOBG_EAC-2037.fna,72.48,1.71,,,0.0
TOBG_EAC-2021.fna,86.93,4.07,2076448.0,41657.0,0.9826915
TOBG_EAC-2006.fna,73.85,2.88,,,0.0
TOBG_EAC-2003.fna,53.85,2.21,,,0.0
TOBG_EAC-20.fna,100.0,1.54,3306714.0,395038.0,0.9817834999999999
TOBG_EAC-2.fna,80.38,3.88,2784619.0,20409.0,0.995683
TOBG_EAC-1995.fna,52.25,3.4,,,0.0
TOBG_EAC-1972.fna,58.5,1.36,,,0.0
TOBG_EAC-1938.fna,62.2,3.26,,,0.0
TOBG_EAC-1924.fna,57.58,2.45,,,0.0
TOBG_EAC-19.fna,55.49,1.1,,,0.0
TOBG_EAC-18.fna,50.42,1.51,,,0.0
TOBG_EAC-1786.fna,51.58,0.36,,,0.0
TOBG_EAC-1785.fna,88.46,7.14,1302788.0,36148.0,0.980148
TOBG_EAC-1768.fna,72.67,4.0,,,0.0
TOBG_EAC-17.fna,94.82,2.74,5225131.0,37308.0,0.997863
TOBG_EAC-16.fna,89.19,3.94,3073791.0,63868.0,0.0
TOBG_EAC-15.fna,50.75,0.4,,,0.0
TOBG_EAC-14.fna,53.13,1.76,,,0.0
TOBG_EAC-13.fna,91.4,1.27,1493998.0,47321.0,0.0
TOBG_EAC-123.fna,51.09,1.52,,,0.0
TOBG_EAC-122.fna,53.2,1.16,,,0.0
TOBG_EAC-121.fna,53.84,1.22,,,0.0
TOBG_EAC-120.fna,56.89,1.25,,,0.0
TOBG_EAC-12.fna,53.32,0.27,,,0.0
TOBG_EAC-118.fna,54.15,0.78,,,0.0
TOBG_EAC-117.fna,82.42,4.95,1528360.0,26802.0,0.0
TOBG_EAC-116.fna,65.22,1.93,,,0.0
TOBG_EAC-115.fna,57.73,0.8,,,0.0
TOBG_EAC-114.fna,58.2,0.6,,,0.0
TOBG_EAC-113.fna,74.86,0.75,,,0.0
TOBG_EAC-112.fna,64.9,1.89,,,0.0
TOBG_EAC-110.fna,51.34,1.51,,,0.0
TOBG_EAC-11.fna,94.51,1.06,2026489.0,50331.0,0.0
TOBG_EAC-109.fna,96.81,0.74,3020166.0,44674.0,0.0
TOBG_EAC-108.fna,98.17,0.7,2742892.0,394077.0,0.0
TOBG_EAC-107.fna,80.13,2.67,1931312.0,54787.0,0.986711
TOBG_EAC-106.fna,62.13,0.32,,,0.0
TOBG_EAC-105.fna,51.52,0.85,,,0.0
TOBG_EAC-104.fna,50.96,1.0,,,0.0
TOBG_EAC-103.fna,85.41,1.18,3030934.0,33061.0,0.0
TOBG_EAC-102.fna,77.59,0.09,3184730.0,80123.0,0.994268
TOBG_EAC-101.fna,68.34,0.0,,,0.0
TOBG_EAC-100.fna,68.27,1.6,,,0.0
TOBG_EAC-10.fna,91.88,4.51,1337577.0,49045.0,0.981767
TOBG_EAC-1.fna,85.64,1.18,2456834.0,22912.0,0.9700715
TOBG_NAT-99.fna,62.28,1.88,,,0.0
TOBG_NAT-94.fna,98.89,7.58,6175078.0,188024.0,0.0
TOBG_NAT-93.fna,60.25,1.49,,,0.0
TOBG_NAT-92.fna,94.3,1.67,3898638.0,115221.0,0.9984474999999999
TOBG_NAT-192.fna,65.1,1.64,,,0.0
TOBG_NAT-91.fna,95.21,8.23,2915406.0,95904.0,0.97820025
TOBG_NAT-90.fna,75.78,1.73,1516047.0,67777.0,0.0
TOBG_NAT-9.fna,81.39,2.42,3388107.0,281507.0,0.990124
TOBG_NAT-89.fna,93.41,1.19,3485647.0,31424.0,0.0
TOBG_NAT-88.fna,93.17,0.0,1545239.0,57260.0,0.0
TOBG_NAT-87.fna,63.79,1.72,,,0.0
TOBG_NAT-86.fna,54.33,1.6,,,0.0
TOBG_NAT-84.fna,85.84,3.3,3981448.0,30611.0,0.0
TOBG_NAT-83.fna,50.25,1.2,,,0.0
TOBG_NAT-82.fna,98.33,3.65,4114335.0,94382.0,0.0
TOBG_NAT-81.fna,88.85,3.4,4167474.0,28622.0,0.975149
TOBG_NAT-80.fna,53.82,0.66,,,0.0
TOBG_NAT-8.fna,96.02,6.26,8196304.0,84374.0,0.0
TOBG_NAT-79.fna,95.44,4.76,4242771.0,44479.0,0.974749
TOBG_NAT-78.fna,52.27,0.8,,,0.0
TOBG_NAT-76.fna,57.83,1.81,,,0.0
TOBG_NAT-75.fna,98.51,4.31,3443367.0,55071.0,0.97427
TOBG_NAT-74.fna,84.62,0.0,1525208.0,33500.0,0.0
TOBG_NAT-73.fna,59.4,0.0,,,0.0
TOBG_NAT-72.fna,86.84,2.54,2115656.0,25929.0,0.0
TOBG_NAT-71.fna,96.15,6.69,2633695.0,98356.0,0.981798
TOBG_NAT-70.fna,87.5,2.31,3000427.0,49924.0,0.0
TOBG_NAT-7.fna,99.02,9.24,5306035.0,121339.0,0.0
TOBG_NAT-69.fna,97.58,0.0,4890980.0,100832.0,0.9748045000000001
TOBG_NAT-686.fna,79.78,4.68,2810321.0,41830.0,0.0
TOBG_NAT-682.fna,68.65,1.67,,,0.0
TOBG_NAT-68.fna,82.53,3.2,2089406.0,50899.0,0.0
TOBG_NAT-67.fna,97.21,8.25,3698377.0,112039.0,0.0
TOBG_NAT-661.fna,57.69,3.7,,,0.0
TOBG_NAT-66.fna,91.52,2.61,2860664.0,33046.0,0.984065
TOBG_NAT-653.fna,63.43,5.0,,,0.0
TOBG_NAT-65.fna,64.85,0.99,,,0.0
TOBG_NAT-64.fna,96.1,2.24,4245982.0,90425.0,0.9888465
TOBG_NAT-634.fna,64.52,2.21,,,0.0
TOBG_NAT-630.fna,55.88,4.09,,,0.0
TOBG_NAT-63.fna,65.96,1.64,,,0.0
TOBG_NAT-62.fna,86.81,1.1,1450177.0,33197.0,0.0
TOBG_NAT-61.fna,97.58,7.92,7804056.0,51497.0,0.0
TOBG_NAT-608.fna,64.94,0.0,,,0.0
TOBG_NAT-60.fna,80.59,3.93,2558605.0,23068.0,0.9734069999999999
TOBG_NAT-6.fna,97.54,8.47,4968344.0,131994.0,0.996174
TOBG_NAT-59.fna,60.36,1.1,,,0.0
TOBG_NAT-579.fna,58.5,0.0,,,0.0
TOBG_NAT-575.fna,78.57,0.2,2095193.0,23333.0,0.986178
TOBG_NAT-57.fna,50.61,1.87,,,0.0
TOBG_NAT-56.fna,58.39,1.6,,,0.0
TOBG_NAT-55.fna,82.89,3.23,1976846.0,23339.0,0.0
TOBG_NAT-549.fna,52.56,2.21,,,0.0
TOBG_NAT-545.fna,59.64,1.72,,,0.0
TOBG_NAT-54.fna,74.27,0.0,,,0.0
TOBG_NAT-535.fna,79.14,0.85,1565414.0,74485.0,0.97017
TOBG_NAT-53.fna,84.45,1.68,1031667.0,68085.0,0.970871
TOBG_NAT-52.fna,89.21,1.1,1937208.0,29120.0,0.0
TOBG_NAT-510.fna,81.3,2.24,1008374.0,79283.0,0.0
TOBG_NAT-51.fna,59.57,0.0,,,0.0
TOBG_NAT-509.fna,85.78,5.76,1056808.0,53461.0,0.0
TOBG_NAT-504.fna,57.04,0.0,,,0.0
TOBG_NAT-503.fna,57.92,2.07,,,0.0
TOBG_NAT-501.fna,70.69,3.45,,,0.0
TOBG_NAT-50.fna,58.36,1.6,,,0.0
TOBG_NAT-495.fna,54.15,1.1,,,0.0
TOBG_NAT-493.fna,69.78,0.1,,,0.0
TOBG_NAT-49.fna,54.82,1.24,,,0.0
TOBG_NAT-484.fna,61.74,0.0,,,0.0
TOBG_NAT-483.fna,51.34,3.03,,,0.0
TOBG_NAT-48.fna,53.63,1.27,,,0.0
TOBG_NAT-478.fna,62.84,0.72,,,0.0
TOBG_NAT-472.fna,65.15,3.3,,,0.0
TOBG_NAT-453.fna,71.29,2.2,,,0.0
TOBG_NAT-45.fna,92.0,1.61,1664267.0,44351.0,0.0
TOBG_NAT-441.fna,71.05,4.27,,,0.0
TOBG_NAT-44.fna,62.35,1.65,,,0.0
TOBG_NAT-430.fna,76.47,4.67,938298.0,41412.0,0.0
TOBG_NAT-43.fna,78.83,1.69,2074215.0,24026.0,0.0
TOBG_NAT-422.fna,89.01,2.2,1823245.0,40042.0,0.0
TOBG_NAT-417.fna,88.45,3.96,1342886.0,99430.0,0.977644
TOBG_NAT-41.fna,96.69,9.56,2332376.0,44468.0,0.0
TOBG_NAT-40.fna,91.98,3.94,2213321.0,39340.0,0.0
TOBG_NAT-4.fna,98.15,2.78,4895318.0,96350.0,0.0
TOBG_NAT-392.fna,60.22,1.08,,,0.0
TOBG_NAT-39.fna,81.62,4.38,2742929.0,20291.0,0.0
TOBG_NAT-38.fna,61.54,1.1,,,0.0
TOBG_NAT-375.fna,50.24,1.91,,,0.0
TOBG_NAT-37.fna,65.01,0.8,,,0.0
TOBG_NAT-36.fna,58.45,1.26,,,0.0
TOBG_NAT-353.fna,66.52,4.17,,,0.0
TOBG_NAT-35.fna,55.82,1.6,,,0.0
TOBG_NAT-333.fna,50.9,3.01,,,0.0
TOBG_NAT-33.fna,97.6,0.43,5201795.0,170517.0,0.998548
TOBG_NAT-31.fna,69.02,0.16,,,0.0
TOBG_NAT-302.fna,60.35,3.73,,,0.0
TOBG_NAT-30.fna,97.41,1.08,4946673.0,76478.0,0.0
TOBG_NAT-3.fna,97.57,6.26,5696658.0,69816.0,0.0
TOBG_NAT-292.fna,60.68,2.56,,,0.0
TOBG_NAT-291.fna,96.12,1.65,4326382.0,122625.0,0.0
TOBG_NAT-290.fna,97.27,0.61,6768311.0,1017722.0,0.0
TOBG_NAT-29.fna,52.81,1.98,,,0.0
TOBG_NAT-288.fna,76.53,0.0,1673240.0,51214.0,0.996445
TOBG_NAT-284.fna,93.59,7.26,2500049.0,125665.0,0.987278
TOBG_NAT-283.fna,55.68,4.17,,,0.0
TOBG_NAT-282.fna,80.96,5.84,3009707.0,20654.0,0.982803
TOBG_NAT-281.fna,69.47,4.0,,,0.0
TOBG_NAT-280.fna,76.6,4.4,1882490.0,31313.0,0.977544
TOBG_NAT-28.fna,99.13,0.43,3972912.0,2086245.0,0.9997576666666665
TOBG_NAT-279.fna,53.57,3.12,,,0.0
TOBG_NAT-278.fna,70.44,2.64,,,0.0
TOBG_NAT-277.fna,58.33,2.9,,,0.0
TOBG_NAT-276.fna,91.78,8.43,3539946.0,33670.0,0.0
TOBG_NAT-275.fna,58.8,2.4,,,0.0
TOBG_NAT-274.fna,61.04,2.2,,,0.0
TOBG_NAT-273.fna,54.56,3.51,,,0.0
TOBG_NAT-272.fna,83.82,9.01,1175504.0,26600.0,0.0
TOBG_NAT-271.fna,77.72,4.23,1098716.0,64687.0,0.0
TOBG_NAT-270.fna,66.65,3.28,,,0.0
TOBG_NAT-269.fna,71.2,3.83,,,0.0
TOBG_NAT-268.fna,61.31,2.2,,,0.0
TOBG_NAT-267.fna,53.86,3.85,,,0.0
TOBG_NAT-266.fna,53.77,4.53,,,0.0
TOBG_NAT-265.fna,52.39,3.07,,,0.0
TOBG_NAT-264.fna,63.79,4.47,,,0.0
TOBG_NAT-263.fna,58.08,2.13,,,0.0
TOBG_NAT-262.fna,53.5,2.44,,,0.0
TOBG_NAT-261.fna,63.79,3.98,,,0.0
TOBG_NAT-260.fna,64.69,3.2,,,0.0
TOBG_NAT-26.fna,72.51,0.0,,,0.0
TOBG_NAT-259.fna,79.18,2.04,1757702.0,24999.0,0.96303
TOBG_NAT-258.fna,88.51,8.33,3468250.0,22029.0,0.0
TOBG_NAT-256.fna,51.48,2.4,,,0.0
TOBG_NAT-255.fna,90.6,7.45,1962157.0,28641.0,0.985382
TOBG_NAT-254.fna,67.55,2.21,,,0.0
TOBG_NAT-253.fna,87.72,7.12,4316983.0,26474.0,0.0
TOBG_NAT-252.fna,77.43,3.68,1443025.0,21147.0,0.0
TOBG_NAT-251.fna,51.03,2.2,,,0.0
TOBG_NAT-250.fna,52.99,2.28,,,0.0
TOBG_NAT-25.fna,55.66,1.61,,,0.0
TOBG_NAT-249.fna,72.12,2.04,,,0.0
TOBG_NAT-248.fna,85.66,6.25,1767573.0,50973.0,0.0
TOBG_NAT-247.fna,61.84,2.91,,,0.0
TOBG_NAT-246.fna,51.71,4.08,,,0.0
TOBG_NAT-245.fna,72.81,2.06,,,0.0
TOBG_NAT-243.fna,53.35,2.47,,,0.0
TOBG_NAT-242.fna,74.32,2.03,,,0.0
TOBG_NAT-241.fna,84.41,7.69,2045060.0,32328.0,0.0
TOBG_NAT-240.fna,50.63,2.04,,,0.0
TOBG_NAT-24.fna,72.33,0.52,,,0.0
TOBG_NAT-239.fna,78.3,2.14,4357178.0,22123.0,0.0
TOBG_NAT-238.fna,82.87,7.6,1887577.0,33444.0,0.977636
TOBG_NAT-237.fna,85.65,8.45,1886450.0,40044.0,0.0
TOBG_NAT-235.fna,68.39,3.4,,,0.0
TOBG_NAT-234.fna,65.69,4.0,,,0.0
TOBG_NAT-233.fna,57.71,3.21,,,0.0
TOBG_SP-96.fna,82.74,4.2,2533721.0,38002.0,0.0
TOBG_NAT-232.fna,70.65,2.87,,,0.0
TOBG_NAT-231.fna,78.11,2.92,1487626.0,26827.0,0.0
TOBG_NAT-230.fna,57.07,2.43,,,0.0
TOBG_NAT-203.fna,88.46,8.79,1988880.0,34981.0,0.0
TOBG_NAT-23.fna,100.0,7.26,7015219.0,230483.0,0.0
TOBG_NAT-229.fna,68.93,3.66,,,0.0
TOBG_NAT-15.fna,95.25,3.05,4854596.0,128417.0,0.9928475
TOBG_NAT-149.fna,98.86,6.25,3172060.0,148701.0,0.0
TOBG_NAT-148.fna,54.48,1.72,,,0.0
TOBG_NAT-147.fna,57.01,2.0,,,0.0
TOBG_NAT-146.fna,82.62,3.91,1453069.0,124845.0,0.974947
TOBG_NAT-145.fna,95.95,1.01,1822408.0,62880.0,0.0
TOBG_NAT-144.fna,60.34,0.0,,,0.0
TOBG_NAT-143.fna,86.89,4.27,2084737.0,94767.0,0.987222
TOBG_NAT-142.fna,70.01,1.85,,,0.0
TOBG_NAT-141.fna,87.83,1.45,1886490.0,81846.0,0.0
TOBG_NAT-140.fna,69.88,1.6,,,0.0
TOBG_NAT-14.fna,89.32,2.3,5424119.0,37971.0,0.0
TOBG_NAT-138.fna,89.74,0.97,2400453.0,40457.0,0.0
TOBG_NAT-137.fna,90.43,1.49,1906463.0,34057.0,0.0
TOBG_NAT-135.fna,67.33,0.49,,,0.0
TOBG_NAT-134.fna,100.0,0.56,4231110.0,198761.0,0.0
TOBG_NAT-133.fna,91.09,2.56,4832204.0,71913.0,0.0
TOBG_NAT-132.fna,70.92,0.0,,,0.0
TOBG_NAT-131.fna,95.16,4.44,9253999.0,54855.0,0.0
TOBG_NAT-130.fna,97.7,5.17,7415867.0,186300.0,0.0
TOBG_NAT-13.fna,82.48,1.28,1567482.0,30182.0,0.981059
TOBG_NAT-128.fna,54.12,0.0,,,0.0
TOBG_NAT-127.fna,91.89,2.78,3562751.0,24098.0,0.0
TOBG_NAT-126.fna,58.82,1.34,,,0.0
TOBG_NAT-125.fna,77.45,1.94,2897896.0,24815.0,0.0
TOBG_NAT-124.fna,99.09,6.55,5885093.0,144146.0,0.0
TOBG_NAT-123.fna,96.97,7.58,8054069.0,69233.0,0.0
TOBG_NAT-122.fna,63.3,1.09,,,0.0
TOBG_NAT-121.fna,98.36,3.33,5201423.0,157464.0,0.0
TOBG_NAT-120.fna,52.53,0.0,,,0.0
TOBG_NAT-12.fna,86.21,4.08,1327887.0,65911.0,0.0
TOBG_NAT-119.fna,72.77,0.0,,,0.0
TOBG_NAT-118.fna,87.29,4.95,1381496.0,54047.0,0.992914
TOBG_NAT-117.fna,92.73,0.91,6701443.0,674874.0,0.0
TOBG_NAT-116.fna,97.39,3.01,2732343.0,69950.0,0.998513
TOBG_NAT-114.fna,51.37,0.4,,,0.0
TOBG_NAT-113.fna,84.47,4.84,2986825.0,26127.0,0.0
TOBG_NAT-111.fna,88.45,0.49,4466321.0,153457.0,0.0
TOBG_NAT-110.fna,60.17,0.38,,,0.0
TOBG_NAT-11.fna,78.93,0.93,1912832.0,35482.0,0.0
TOBG_NAT-108.fna,84.05,4.7,2444895.0,22536.0,0.0
TOBG_NAT-107.fna,66.32,1.2,,,0.0
TOBG_NAT-106.fna,62.86,0.93,,,0.0
TOBG_NAT-105.fna,62.11,1.14,,,0.0
TOBG_NAT-104.fna,64.26,0.57,,,0.0
TOBG_NAT-103.fna,51.18,1.72,,,0.0
TOBG_NAT-102.fna,83.8,3.12,2119383.0,21338.0,0.0
TOBG_NAT-101.fna,76.91,1.73,2262322.0,25939.0,0.982258
TOBG_NAT-100.fna,92.35,3.7,2116609.0,45598.0,0.0
TOBG_NAT-10.fna,96.27,4.59,5328004.0,88635.0,0.0
TOBG_NAT-1.fna,83.45,4.15,6421894.0,31101.0,0.0
TOBG_MED-999.fna,67.03,1.1,,,0.0
TOBG_MED-995.fna,70.34,3.39,,,0.0
TOBG_MED-965.fna,88.95,6.45,1877216.0,38229.0,0.0
TOBG_MED-961.fna,56.7,3.23,,,0.0
TOBG_NAT-173.fna,96.77,1.75,5621037.0,80610.0,0.0
TOBG_NAT-172.fna,86.77,3.08,1222601.0,30679.0,0.0
TOBG_NAT-171.fna,71.51,1.28,,,0.0
TOBG_NAT-170.fna,99.57,5.0,3856903.0,451133.0,0.0
TOBG_NAT-17.fna,96.55,8.62,3558106.0,98026.0,0.0
TOBG_NAT-169.fna,96.95,5.74,5354704.0,113649.0,0.0
TOBG_NAT-167.fna,98.39,8.58,5859138.0,154349.0,0.0
TOBG_NAT-166.fna,98.28,7.03,2275521.0,100555.0,0.0
TOBG_NAT-165.fna,97.85,4.84,2509760.0,103452.0,0.0
TOBG_NAT-164.fna,60.45,0.99,,,0.0
TOBG_NAT-163.fna,86.86,2.57,1705009.0,26336.0,0.0
TOBG_NAT-162.fna,65.95,0.91,,,0.0
TOBG_NAT-161.fna,97.3,1.47,1865845.0,84104.0,0.0
TOBG_NAT-160.fna,63.02,0.77,,,0.0
TOBG_NAT-16.fna,97.61,1.67,3518857.0,93345.0,0.9926295
TOBG_NAT-159.fna,50.86,1.72,,,0.0
TOBG_NAT-158.fna,99.94,0.43,2399875.0,714405.0,0.0
TOBG_NAT-157.fna,98.33,1.64,2516899.0,481247.0,0.999907
TOBG_NAT-156.fna,50.87,1.48,,,0.0
TOBG_NAT-155.fna,76.66,1.18,7208190.0,27490.0,0.0
TOBG_NAT-154.fna,82.4,4.8,1978883.0,35117.0,0.0
TOBG_NAT-152.fna,63.81,0.0,,,0.0
TOBG_NAT-151.fna,56.47,1.69,,,0.0
TOBG_NAT-150.fna,63.64,1.6,,,0.0
TOBG_MED-957.fna,52.4,1.47,,,0.0
TOBG_MED-955.fna,87.91,7.79,1488172.0,40207.0,0.0
TOBG_MED-952.fna,54.16,1.94,,,0.0
TOBG_MED-947.fna,53.54,0.09,,,0.0
